epoch,HEED_trial0,HEED_trial1,HEED_trial2,HEED_trial3,HEED_trial4,HEED_trial5,HEED_trial6,HEED_trial7,HEED_trial8,HEED_trial9,HEED_trial10,HEED_trial11,HEED_trial12,HEED_trial13,HEED_trial14
25,86.94054003238192,84.75572035167482,88.28112294715125,87.75638790652748,88.19806794252696,89.16729839281771,88.48099289442531,89.25010345260561,87.1337673672427,87.52311778566973,86.8428644801203,89.01461577532991,89.52375528258447,88.16502356245765,89.17751655141916
26,86.4450828083416,84.20632711543162,87.76202121861834,87.22800632952645,87.70946063148277,88.70648212391603,87.95974824877767,88.76183711455158,86.58527279201289,87.02138656699637,86.28784144016483,88.5230300252811,89.00570142352235,87.67459176498947,88.65695584411081
27,85.9663567321809,83.65035198113982,87.24073252531613,86.68184871672611,87.23373325895055,88.22026848752373,87.43706384306894,88.2759228643958,86.0484283515223,86.51627807586685,85.7245624495338,88.03820612356398,88.51098996188387,87.21240533870197,88.14953723037704
28,85.46516442055469,83.11225336130686,86.72608875918674,86.16654679245438,86.73164936110165,87.7487997491239,86.89252581551342,87.81198941718372,85.51080555021511,86.02903317731393,85.15412334763658,87.56487013991921,88.02099327168175,86.74936337801834,87.63306616414677
29,84.95381514182999,82.57706117059573,86.22795112221003,85.62911226568973,86.30896384125938,87.29125994535998,86.36769129610975,87.3308143041164,84.96208996607788,85.52602816388223,84.64404261808207,87.06728925832786,87.51891272367995,86.28400393835607,87.13737463680708
30,84.4505897636765,82.04711939332654,85.71041915172059,85.10308745121898,85.81432560997794,86.84088247720028,85.86023389532964,86.82731824910196,84.4037379353702,85.02183232763893,84.09153400968334,86.56920808546012,87.02183196291884,85.80473656194542,86.60955073601568
31,83.9584797194647,81.50644612824279,85.20474753215007,84.58783006539744,85.3418582018473,86.37391230423975,85.31693168490406,86.32244590609183,83.88771680342363,84.53055650525005,83.52341652188562,86.08654695577395,86.52161933350482,85.31308911659566,86.08211851070305
32,83.46217964347537,80.96764708160933,84.71362671814609,84.08221116228212,84.85174708106184,85.88944858722357,84.8057991922695,85.8055514539611,83.34625250981031,84.04645220486744,82.97940508643083,85.5867960616298,86.02824024810025,84.84240636290166,85.55960222077887
33,82.97914314803367,80.43860081645396,84.17283616732011,83.56162353101608,84.38407078173195,85.46128061467235,84.26550023399409,85.32127578053738,82.7945562183266,83.55221507999107,82.43723366272361,85.10406698417317,85.49793251298719,84.3695700441917,85.0880984878163
34,82.49353830195562,79.88605489409774,83.67349531978279,83.07493952420846,83.90488369446687,85.00733111003484,83.72227898972311,84.80727447812339,82.26311415679255,83.02311898222358,81.93282600195371,84.59987817912472,84.98800907991637,83.87552498932342,84.58572229040504
35,82.00749670476372,79.36387362203423,83.16595213964024,82.55537140243528,83.3987381823832,84.52365023731562,83.17739106386799,84.30471006971158,81.73169438625133,82.51717087937229,81.41706984428964,84.09581568704536,84.56047678151631,83.39940192526238,84.09958893954769
36,81.52533612811783,78.86288357481322,82.63418767177201,82.04988051973355,82.94464627864426,84.08528190863602,82.6635244944947,83.8020912688156,81.22247051550154,82.01128487925419,80.89981850842996,83.59880323663022,84.05058834569788,82.92805509180802,83.63526325458456
37,81.04684290986924,78.33248304437461,82.1340790244726,81.56478139878513,82.4921709700599,83.62385858410532,82.14154412542483,83.31492650014506,80.7990496878562,81.49382092019474,80.36402601785687,83.10343197450867,83.55644288503555,82.42910362069023,83.16238043039608
38,80.58912475032804,77.81279093195583,81.60797380226481,81.0668283767037,81.99817123385489,83.15599427411337,81.62369065507659,82.82373276794272,80.27671157311983,81.00387878667142,79.84354230921986,82.6160592696012,83.05827489977814,81.94753911805188,82.66005532503283
39,80.07888474501028,77.28584835067193,81.09678307409204,80.54143612972582,81.5163773074929,82.69374533199212,81.12942211606475,82.31226212283161,79.8024585463036,80.51068868370417,79.30278539372772,82.10748537964898,82.56897516931916,81.47579876333504,82.1762428125753
40,79.58428340103134,76.74363409946707,80.57621677161139,80.03010255732384,81.0325258433156,82.21837757101395,80.64932820497194,81.80354947446808,79.31180997334599,79.99577151085619,78.76033375004431,81.62316048547638,82.08023467944595,80.98966226677493,81.71230697417998
41,79.10921271193453,76.2467361359009,80.04265799759001,79.540055279824,80.56398360185331,81.76112399175463,80.12439564955605,81.27126358802914,78.81817813593207,79.4844438126145,78.22744506775754,81.14058065348229,81.59289866742166,80.504046102557,81.24596559031833
42,78.5972920001634,75.74804200914147,79.53224108512528,79.0550393409419,80.07168617019211,81.31554865023065,79.61624795344635,80.78061646629571,78.31930624865844,78.98167241381005,77.68596738020233,80.69134904438108,81.11692790690357,80.02431765438627,80.78294402678291
43,78.12502777016881,75.23593320707108,79.02070686816596,78.546859267616,79.59084465135481,80.87057317810182,79.10717805186336,80.29774535629701,77.8235199383563,78.47898085408885,77.18038918752589,80.21643870548213,80.6261339794148,79.54055494298085,80.32141777816813
44,77.64134896215023,74.74113049386398,78.49428669857042,78.06622763345584,79.09472014046024,80.41355197392718,78.60660257089121,79.813982574401,77.31156570495536,77.96115098672277,76.67256630262033,79.7477096375996,80.13233226428842,79.04864434460502,79.84292403326037
45,77.15639585641833,74.25749674322412,77.96578915442834,77.5759910382113,78.63894463400504,79.96070985114041,78.07966509392523,79.31691385582214,76.82299227465317,77.44956244917742,76.16422898425928,79.24613928348309,79.64056002597944,78.57967175721896,79.36374129095286
46,76.67709491076552,73.72829965444156,77.4447983002623,77.10839737177925,78.16942858606279,79.50106822683337,77.56656319037432,78.82930908974572,76.34256370773166,76.98228023379436,75.67829137956117,78.76407699159377,79.1567470598519,78.09823682267897,78.88510869642198
47,76.19753517593408,73.21045427979591,76.91392769815272,76.62496232115593,77.69311137769519,79.05010175284248,77.04008274211499,78.32797761846896,75.86832755962064,76.48796628634011,75.13954365612594,78.29672995620659,78.65356349268616,77.64825658413763,78.39615830923866
48,75.7149684635636,72.71392544331557,76.4108872225565,76.13873978249612,77.19854605268463,78.60190081815317,76.52812842962506,77.80307625998331,75.36145147993307,75.98222829461642,74.6115911796185,77.78671334345549,78.1599749035968,77.19888320155935,77.90445878055472
49,75.25022223805838,72.21052550235841,75.91054019997796,75.6770253395046,76.72161509762364,78.1239191229195,76.01148797196186,77.33352369936559,74.86494767519088,75.50405897687504,74.13541195506143,77.29126840675785,77.71095207174929,76.7350600469273,77.44184886421739
50,74.80620434356712,71.69787046786784,75.42309851714096,75.21794549314734,76.245506797477,77.68964962628817,75.5132921118695,76.87732261885974,74.37029120663398,75.04666139519043,73.65439022384925,76.8193897680515,77.22305158873819,76.25402229849719,76.97066640413045
51,74.32913259189857,71.17075814111134,74.93072089464121,74.7846024453843,75.74554447590296,77.25826029589346,75.02304383186262,76.45194579077071,73.8757994443633,74.58304889857612,73.13895117299865,76.33783061916067,76.77186153358065,75.79563763805888,76.47648446793876
52,73.87332518621211,70.66200287484335,74.44200872540213,74.34475154534029,75.29505907427642,76.81642007025636,74.5342308683313,75.98937300373622,73.37133086817832,74.08770111671504,72.63501922558231,75.8792868186072,76.32908516840467,75.3303592194605,76.0020222981861
53,73.41987770477655,70.15986289431383,73.95499267389785,73.87878689870752,74.80533230458244,76.37376278807298,74.01933459024612,75.47641057399733,72.86275956589199,73.58848425393263,72.12382484258961,75.39749254920295,75.85198378461676,74.89023089048582,75.5363356320892
54,72.97055133030145,69.67740924956767,73.4895280768639,73.4118902565891,74.34581776133558,75.94510031778088,73.53410542379073,74.98552762413222,72.3814760988171,73.0945825581649,71.635548223512,74.95208681802661,75.40772493171745,74.4170496639614,75.04090540864082
55,72.52071949300628,69.18779850358848,73.00768513263412,72.94208510024949,73.84141164913235,75.49195723561063,73.06309719669757,74.53261882387486,71.90203735103047,72.62159898358865,71.14032048636976,74.51260786500677,74.9437035942493,73.95079107589811,74.58475005434013
56,72.07195065430429,68.7023212485468,72.5106406729109,72.47648443226801,73.38696876407349,75.04085266601473,72.58963367256838,74.08224730853054,71.37670812044186,72.12874296752828,70.63815100540549,74.04092580833093,74.4799404237435,73.46832482659178,74.14072770056431
57,71.6133646950298,68.26174462724636,72.01421535981251,71.98676075845732,72.91631620923862,74.58447055696853,72.11352672585632,73.63294092541241,70.8754594632503,71.65417920022452,70.16017923249674,73.56931727616735,74.00183868341092,72.98517033707463,73.68388599500628
58,71.15592363062453,67.77229119218278,71.50714899100946,71.51216667243632,72.43446843804304,74.13453897747341,71.61366427419654,73.16673753673966,70.36804277868723,71.19116832543907,69.67871707677358,73.07005057312165,73.54579929493028,72.51427587422184,73.24357671862279
59,70.71339579842937,67.29162483180376,70.98626692766372,71.03437764713244,71.94399908378048,73.70223631126989,71.1385625544398,72.68535515527259,69.88653506479754,70.7153357637285,69.19257961595088,72.60128007714087,73.07215027161844,72.08432501319518,72.80500562317003
60,70.27614892389856,66.80089995013917,70.49293762067667,70.56550740656789,71.473138114602,73.2829101113638,70.64327708095844,72.24961110304075,69.41639300757137,70.28301533961601,68.6714762007552,72.11911819251722,72.6127377466434,71.61547816489426,72.35645818737778
61,69.84451802117196,66.32291983887947,70.01180864219691,70.08452223815557,71.02618454857539,72.86974267633508,70.14638095975194,71.81749214425014,68.94932018270076,69.83947522964857,68.16410935757163,71.65868480372711,72.13097919725435,71.17461994037485,71.91287873133776
62,69.39452839674972,65.87836554895414,69.523875317422,69.64099996943588,70.57057105255758,72.44777498733235,69.669781892341,71.3623740217592,68.48540456642603,69.3786308319814,67.67202758659059,71.20288105019891,71.66139965906869,70.73063761483596,71.47290702483342
63,68.94913990124867,65.40214484974088,69.04267390739751,69.1806489655561,70.10443165282788,72.02451709829481,69.20764583644001,70.90495612569482,68.0149458507289,68.93933420679238,67.19701566110587,70.72543540316575,71.20828303991877,70.2790956111674,71.0241134862267
64,68.52000007596122,64.93632786230053,68.55568649805807,68.7275002525211,69.67005809819263,71.64096719010003,68.79609559544743,70.4697925862174,67.55538134819133,68.48007427094137,66.71165181239068,70.25883310926116,70.76325135512205,69.82589541003908,70.5933485946512
65,68.08359247825173,64.46046975271858,68.04658899579958,68.27856582578819,69.2031248910433,71.21058346795006,68.32588895552402,70.02721779178631,67.08102442029154,68.03896973287642,66.21674749846417,69.79153560563982,70.29998422149768,69.36264550195888,70.1599849141074
66,67.65902682238651,64.00175891471923,67.62539848201372,67.80023601683337,68.76946644392332,70.81761385169814,67.85217284698633,69.58252462152501,66.63060764542678,67.61816049923694,65.74020021354046,69.36402073375552,69.85339392295205,68.92414498263386,69.74307269121857
67,67.23135760689478,63.546189395716766,67.12775064186872,67.32649090495595,68.30926086118698,70.4193259334143,67.3903727899597,69.16653278159862,66.18348033938533,67.19181852212117,65.2444937131511,68.91252128921168,69.43833263839747,68.46530296214021,69.2793822520814
68,66.79114214689322,63.05877125774625,66.64661999246898,66.87106790091927,67.84952478862937,70.01222247452567,66.90490240792388,68.69022592918822,65.71089815848028,66.76434848183462,64.72977923681438,68.47670887095674,68.98836805073091,68.02137207554567,68.84253714584499
69,66.36941608688484,62.61080138715072,66.18070185724974,66.4168648895857,67.38658761836041,69.59561286852318,66.42673787871388,68.28308585371938,65.24322691752498,66.34729960163486,64.27463417357288,68.05856101107234,68.552211459941,67.5879926555006,68.40438020892817
70,65.96292854533469,62.11355614252101,65.70931612069401,65.97294553670856,66.93323684641574,69.18691259544403,65.95823475941692,67.857318845841,64.79770575984449,65.89360918255339,63.79753712949801,67.6248605988951,68.12966842687737,67.13977331067113,67.95003946823172
71,65.53990740485969,61.66212333185094,65.22430062966583,65.54507131816598,66.48685883423232,68.78816453199106,65.5091348558673,67.43826014332495,64.35402454793982,65.47190865523064,63.34178927804284,67.18765627884996,67.70884818958197,66.69406728493668,67.53731718969453
72,65.10222407367768,61.24730165343132,64.76611409539164,65.10670128276436,66.05257626391013,68.40627669138466,65.04669346030549,67.01844338685092,63.894215777480944,65.05122619117535,62.85389160155757,66.78952862104349,67.29208897820426,66.22429239468235,67.1033274387097
73,64.68632214581997,60.785225212527386,64.31286349869458,64.657082963315,65.59005879569172,68.01246413334331,64.61319162268896,66.57850858110316,63.43296297611486,64.61687433958372,62.369622509348794,66.34585228484138,66.84296723028312,65.77651083468074,66.67406541723632
74,64.26206737808853,60.354956702117484,63.86331559430251,64.20237993866772,65.13022600707187,67.601318335567,64.159143455531,66.16364049736492,62.94588543965408,64.19339322007383,61.884580009724424,65.90774424992388,66.38915632536803,65.35673356611314,66.24881325863885
75,63.86658348902095,59.90262260435781,63.39369379889325,63.77858904647563,64.66389943662773,67.1855688011313,63.6856491081701,65.76411434525508,62.464569252306,63.76961207515175,61.41573292487825,65.50449322431389,65.95793478935136,64.94815579196681,65.78485648284136
76,63.46525990174926,59.46676801239687,62.932087575914544,63.356158589405815,64.23128581578453,66.78002336567967,63.22529069977214,65.34383025335653,61.98790543624481,63.347439860920446,60.945632930154815,65.10489319532189,65.50713269470775,64.55919708699817,65.34628086328841
77,63.07121544223565,59.02839537120022,62.47355662048344,62.93161251448754,63.80135864447449,66.35377945918904,62.78057596511335,64.94085431584755,61.53629489278003,62.908519172722194,60.489930560083444,64.69552839801273,65.08230531721787,64.14715236577864,64.92094985463581
78,62.69503149293115,58.58222396565371,62.02172347415963,62.50970760259587,63.355344376621545,65.93803239064636,62.307158994057055,64.50153465984934,61.063387619699775,62.48300934988062,60.04023099630984,64.27496558955073,64.66972826015602,63.732931608844176,64.49838965107917
79,62.32136305536789,58.1346051878625,61.572918930270404,62.053009051955634,62.935693057129846,65.52307374438104,61.8180539578171,64.06435767870914,60.6244554247331,62.07582112396455,59.56070633185021,63.85202368233314,64.26849129089626,63.2985871398885,64.06347295316895
80,61.94239469410248,57.69495434945288,61.10470645773089,61.646293451162435,62.513997129669285,65.08750290594114,61.34905600299173,63.651255265781366,60.214221698940115,61.668303760538585,59.10839283849461,63.4248094623248,63.87756726829538,62.85201439130625,63.62048553404801
81,61.569617576341535,57.257034719434714,60.659205566349016,61.21248934001439,62.10668583048561,64.68555214347202,60.9059362754868,63.236682791780666,59.76080199500706,61.25228020766196,58.63226139414991,63.06501912518712,63.46165902059343,62.41863103389148,63.15310371457555
82,61.19940396964477,56.810145760824845,60.22327990353438,60.78907256493992,61.66650046964669,64.26972686546479,60.459861744568045,62.81658915944879,59.31037639458977,60.822734952799586,58.16875458961924,62.66008817007122,63.11086292998077,62.02863538478112,62.712678850547555
83,60.820115405273285,56.379695244341086,59.744305242570604,60.391270619543164,61.23953757098746,63.871530873799095,60.0002603209491,62.41781564317032,58.88187284770827,60.40918046373716,57.69348112482246,62.25837974300736,62.705378798265066,61.59648867267559,62.29356381337729
84,60.44864401211317,55.91678105509511,59.30851487752258,59.9812642869513,60.84264772282161,63.46902139839295,59.53570819218172,62.0108564474519,58.43383880322443,59.99177991146875,57.2545543965685,61.857678671263976,62.29695169994903,61.198631684444095,61.85429371485529
85,60.067967641969325,55.4761588078975,58.85308275940282,59.555591396620336,60.44746870699526,63.06320008687737,59.08782283668198,61.61051181467029,57.97943643471075,59.594271532859786,56.80370803716875,61.45505535189135,61.9126299285863,60.79701558541527,61.434907010009034
86,59.70333610082325,55.05400452139959,58.40350102837257,59.1923304372691,60.04199910016018,62.66043154214755,58.62889846497963,61.163595547879616,57.54035505872615,59.19145347196523,56.38679262506642,61.05050369171616,61.54319255609748,60.3758020274173,61.01627643453442
87,59.323851918684326,54.63022886610554,57.97937043117566,58.80678255278272,59.65181810271929,62.246078589810175,58.172756315699694,60.75879870907673,57.07746154503591,58.78551339286965,55.94265922365888,60.65980557768021,61.14964870409647,59.96855365407748,60.58623791414687
88,58.92871696317228,54.182719895925885,57.527804364307414,58.446325649463844,59.251768751519734,61.867293259435506,57.73763924900515,60.346525465053546,56.676278352366516,58.38827371847472,55.48647216851575,60.26988413995194,60.75462239839096,59.54137361225637,60.190379403329445
89,58.56909000448831,53.766144067885875,57.121858233269315,58.04785092472663,58.87333156547651,61.4604812035468,57.28674973773921,59.929034458786994,56.271792255541136,58.0016713255166,55.0723568044692,59.88224998636327,60.35861238716069,59.111088891419364,59.78977677530939
90,58.17642895291915,53.34452739732888,56.654670163615435,57.677606558380525,58.44499766252893,61.06338877213577,56.81669021650192,59.50280022493157,55.82941679109324,57.60973018528028,54.606192726529564,59.49057522696316,59.96262858780214,58.69935363612208,59.39340008479959
91,57.787768801860125,52.914479186842776,56.213238088923816,57.30280351626834,58.034752113715804,60.683143345458696,56.36740672076963,59.08642878815374,55.42118697339808,57.20047548469585,54.15036461230599,59.1132971155892,59.55711398268147,58.28681615328391,59.00960654505161
92,57.42798324545173,52.48237160720084,55.782783939533815,56.95094219631744,57.6315761320326,60.29881356865015,55.901022094685025,58.68080018157784,55.0444137988278,56.80503265230939,53.712289064154085,58.757814636362106,59.164945624188405,57.87437348477559,58.581930935852974
93,57.03611154552729,52.09720819246013,55.357549373456436,56.578460423769066,57.25669259183387,59.9012100274107,55.44809678305634,58.27969899527751,54.62257839139315,56.409225834679795,53.26014755050182,58.34168061256573,58.762955043448564,57.42236799773489,58.19082500600028
94,56.65274979056951,51.71773800442754,54.912942678816215,56.164626255087754,56.85793680246759,59.50453672176348,55.00656419366431,57.90391811323612,54.25059142406393,56.01824953419639,52.79846996596086,57.94150678724142,58.36262190608352,56.995370080829815,57.79263387614974
95,56.26844053803068,51.36474917899475,54.504370112001375,55.775793162440095,56.469720104567685,59.12884107102728,54.58315249960443,57.523758791694966,53.86417976805713,55.62654126469275,52.36035300383042,57.55734793129338,57.97293403604754,56.591357000983194,57.396586928625204
96,55.89787847116551,51.00534008224498,54.11949562700059,55.41932140672417,56.06043233986763,58.7650894086232,54.14045800547231,57.149618038319666,53.481370579961784,55.23793170819952,51.93517550969087,57.16654101356575,57.59899561094412,56.16580910027681,56.987776517896855
97,55.50444504440766,50.611698875073145,53.70644860847516,55.03820267835183,55.65641476310813,58.40222843038195,53.7027803443012,56.755711491233164,53.098120051749724,54.851170137088864,51.46322530643676,56.763604558576944,57.20369733706187,55.77102475103845,56.583017759122356
98,55.11127215037801,50.254998830533985,53.309566289847346,54.67458464291711,55.288939087114876,57.97389088404644,53.26389731207731,56.389820731386344,52.693434590232506,54.461092241563406,51.00805450679323,56.390892584299564,56.813787871316315,55.34596094692562,56.19313852815527
99,54.748320692392156,49.864486721697205,52.89594591594758,54.26896500230344,54.900558873079056,57.61197600713576,52.823547437658206,56.00776017207029,52.302812845336,54.08170253057829,50.59604237647147,55.9957365015428,56.39200956097326,54.95486581062713,55.80715593721479
100,54.39455655388421,49.49062732471385,52.4553879472721,53.883088357887026,54.5374912619503,57.224756044380406,52.41217342427242,55.62365259198266,51.91694405264475,53.69413235437536,50.16143202720956,55.627487529102396,55.98328337008323,54.54718963688309,55.407875247638636
101,54.03733649623879,49.12092832143323,52.06907544525696,53.48820062782422,54.161191804029535,56.84872456044504,52.00469605697425,55.2280107129044,51.53517985239279,53.31394979489992,49.748541536868565,55.24583906637482,55.57811287235696,54.15122369172104,55.02284731585552
102,53.69086766928595,48.743865404589194,51.705365042476146,53.125739640531656,53.799005425103374,56.46659935049245,51.590802807799854,54.84948566321174,51.159071925175304,52.93858512021202,49.318007727448915,54.843464689523245,55.1809724531461,53.74852004197743,54.642064997150875
103,53.33272926641938,48.38753418745347,51.26744229088417,52.76224767291982,53.408167204210734,56.09455341043097,51.18558472473767,54.48556544350507,50.790004432957375,52.549440947012755,48.917352783535385,54.463084984882286,54.797048099474445,53.36824790063712,54.24424811356229
104,52.961038375039024,48.00333080138718,50.861055077293486,52.378909193413755,53.05875758226358,55.71370707747202,50.80177078335985,54.12078874124121,50.37893527388691,52.17115995690497,48.48964064714694,54.09948948136667,54.39955162937387,52.97957988561208,53.87088768085514
105,52.624771129320536,47.61844919737491,50.44233118194916,51.98458500344523,52.69589641133026,55.323460531751984,50.43577211119686,53.77096875762124,50.01773974883396,51.78149252195207,48.07855913905989,53.73170527745417,54.02283296973575,52.57979196388378,53.48135908155573
106,52.28096319884866,47.23327631667462,50.0506525742676,51.61899966531037,52.33172061813236,54.95658738101816,50.05464248572549,53.40620452602568,49.65281876950084,51.402177892925295,47.672604967565384,53.3730054771453,53.660596303721526,52.17315522481373,53.096359641841374
107,51.949860801205176,46.86975843080742,49.62855069289833,51.244801687623124,51.97027901022012,54.59561347479017,49.67414157577162,53.0129087969237,49.2787102920938,50.99675724242453,47.262338367647125,53.00426430605984,53.28872130631736,51.79228227385061,52.713279976054416
108,51.593742614595925,46.52906691420788,49.248510105154125,50.8708281460353,51.59565933299566,54.260729482665454,49.3141491510477,52.662114318938826,48.916882768695025,50.61925674845949,46.85135318841921,52.646547810906455,52.92040488210361,51.39304292194789,52.3372826096053
109,51.24326792369145,46.15192349253164,48.877800987556206,50.52787521015929,51.23042830759006,53.89314111874416,48.94205187556493,52.307076437042234,48.54566183708091,50.234296131925525,46.40216552943915,52.29976453700005,52.56419140125219,50.98572569044732,51.937215069416425
110,50.927923687324956,45.788254469673866,48.47896226418765,50.149763357780294,50.87452558499098,53.51915632488903,48.56901429692518,51.9750626747587,48.181041925575364,49.85355028447785,45.97938329974135,51.9278142156941,52.20350427353733,50.61447246447355,51.561977441726384
