epoch,ABC-Auction_trial0,ABC-Auction_trial1,ABC-Auction_trial2,ABC-Auction_trial3,ABC-Auction_trial4,ABC-Auction_trial5,ABC-Auction_trial6,ABC-Auction_trial7,ABC-Auction_trial8,ABC-Auction_trial9,ABC-Auction_trial10,ABC-Auction_trial11,ABC-Auction_trial12,ABC-Auction_trial13,ABC-Auction_trial14
18,91.5943077458118,90.28532998867503,92.6558353409411,92.43447618970768,92.75990781259424,93.38282486234951,93.32889792444239,93.80186765778947,91.49699685058246,91.81504549619214,91.84661194350933,94.09358171877496,94.09257354338945,92.57438902456062,93.76776729963375
19,91.11018437884682,89.83530820966168,92.19623999824711,91.90898563474852,92.2672928830074,92.99408804024651,92.85135625301866,93.34151660952018,90.9301595838634,91.31186714124482,91.39911481994277,93.71346799120421,93.64269215712481,92.10654807274778,93.31675293469436
20,90.64143348634971,89.4007441846937,91.63121065662716,91.47084167686486,91.74251238211366,92.58921833499379,92.38236191531277,92.8841679326907,90.37745632086678,90.79402943621513,90.87660101204877,93.32886045827873,93.21676742335163,91.66027862245477,92.86572769474002
21,90.20572557896526,88.91895907200835,91.11862909567365,91.01121115367022,91.33729103046133,92.1092272109327,91.88965046893027,92.43594499145964,89.79653473342354,90.32516146632868,90.31634796749206,92.87316303988946,92.75508267563637,91.2385936067346,92.36044427694767
22,89.7871562734702,88.44108956992466,90.56671113777806,90.52232227745347,90.9286311282843,91.63570484575787,91.45177680732623,92.0091469031219,89.31335031213347,89.76639783984108,89.8151290858605,92.4323745882709,92.28780225676209,90.83342695806321,91.90922463559639
23,89.33435623732116,87.96934610168495,90.09989371917149,90.05333407728799,90.53044226207263,91.2202941716986,90.98833661994617,91.56607861050018,88.84595699242499,89.35464168953094,89.3065290546309,91.9667654985803,91.78954344459792,90.41847065990196,91.48996140621047
24,88.90995366435932,87.49217902578947,89.62146825348437,89.55113238318289,90.08884885248874,90.85174990711143,90.47400306774803,91.15307122869523,88.31046482420015,88.85282318899705,88.78196536737568,91.54658103910438,91.36839037542764,89.99362110201093,91.06323318074793
25,88.4206711194964,87.03001668331224,89.0807542414069,89.0708407276473,89.59861351620567,90.46985638141086,90.00050435988274,90.73202045669797,87.81058881016436,88.42693401477874,88.29417305300443,91.16523297882644,90.95292343991117,89.5566766980844,90.62351818912903
26,87.98146166150809,86.56030147789173,88.58898550808088,88.58777816691486,89.10258400950346,90.04762234968393,89.58222034530192,90.32458419028998,87.33214739437942,87.97597409455727,87.80956094749713,90.74971735798248,90.45707934945219,89.07869136313687,90.17889348064273
27,87.5701214317041,86.04492356018437,88.02812908256823,88.14141735604335,88.66487310800875,89.64018663308285,89.15306138609108,89.91817038576639,86.890625200887,87.47529991265331,87.26130787037044,90.3326582477873,89.92627953131193,88.6515682387044,89.76972014109784
28,87.14736160999257,85.58576655261628,87.54295538214153,87.63351679353698,88.29086382872917,89.21752313149044,88.70289436537198,89.43216194779734,86.2560660862904,87.06550096346878,86.74899281758923,89.87594084343756,89.50847500464484,88.23580343796097,89.34619443003652
29,86.73335036961412,85.0855432127534,87.00833962880658,87.15316886940587,87.84973998072924,88.77545362913341,88.21662994885702,88.9267970307514,85.78562560840176,86.63692026943605,86.249546653913,89.48466324474359,89.10940275004411,87.7553491355357,88.90320076959406
30,86.35356849058611,84.6269024246961,86.43698389902687,86.66648176000221,87.39098105535334,88.33938921955348,87.76795315014978,88.45036960066182,85.35407536227613,86.17083844724661,85.67404493171068,89.05565505722439,88.65475617702268,87.19018018726386,88.41912777094291
31,85.93072968754235,84.17498673548641,85.93740463037634,86.23508680521834,86.89712504730785,87.96076156068887,87.32567214525403,87.97413723453471,84.87502918159826,85.73693317571109,85.13318329479155,88.66359412148735,88.17310324505642,86.66433940248932,87.95058348188695
32,85.51667132419713,83.71827901725939,85.41522816999087,85.7908701603103,86.49358049910866,87.54550547634273,86.8902673228198,87.48149118205053,84.37169359754951,85.23676799426872,84.54355997168008,88.26261359324697,87.68192683812256,86.24560132248041,87.4926618434755
33,85.05726316182694,83.25294285495984,84.85685030634306,85.31422318918924,86.05978463389901,87.15611902939351,86.39665258120603,86.98780673678007,83.86513388106601,84.70065858839581,84.05555540644023,87.8468300975312,87.22164751295111,85.82097243606984,87.04702491157379
34,84.54012855979437,82.79066673128982,84.3863788097392,84.79316458013534,85.62722320500927,86.76053430681596,85.87422034823965,86.55129996100936,83.29309463104211,84.24919299408788,83.54272469892841,87.42245258329595,86.79357518768077,85.39086171663047,86.61447992708173
35,84.04175121604149,82.2627946545539,83.88501113223744,84.27857557637394,85.17723399245209,86.33568976596672,85.39856533762548,86.04947248308204,82.79696747636638,83.75957308206308,83.08045052059471,87.03472043249039,86.3142849295107,84.9712252438396,86.17208692012827
36,83.5625177586752,81.75033600797047,83.35186360414426,83.82244775413457,84.72590746111388,85.90176104329291,84.94384698591767,85.5429018748865,82.22661706426813,83.26902040691438,82.61031852369342,86.63214888061167,85.74545797398335,84.54692313683516,85.71534663553004
37,83.12614144806504,81.28003365865774,82.83008953447494,83.39818551379904,84.3044122875139,85.45319568699689,84.43575475092108,85.09508130167174,81.65203784370215,82.72389574203369,82.14647963096861,86.17930965117017,85.18084759564256,84.09860048155618,85.26646322079561
38,82.70463419293523,80.84101083347286,82.35253262150975,82.90449874378156,83.8016760221717,85.05203555115718,83.96829979085362,84.6392971894948,81.15478579546566,82.27019102477713,81.57498574561573,85.72075416721134,84.6483408156923,83.6266948124253,84.80533995598464
39,82.26719628543492,80.40704428489164,81.79156562762768,82.47182704900567,83.34597234075176,84.61377504533223,83.53852897246246,84.19275827790123,80.705604553934,81.82041045826917,81.088803119241,85.31343262469201,84.10123917817297,83.13540530444065,84.342393633455
40,81.80409893296358,79.98980748333392,81.32236130364495,82.0070732002787,82.8991355200903,84.17010896062605,83.09940281127173,83.71733911762988,80.22603747506902,81.30066208187972,80.59281360757434,84.90245906190444,83.62984744049523,82.69231138040529,83.85511321336357
41,81.33091586332058,79.53541185940607,80.78651379754753,81.53481515445998,82.42134500811818,83.79808897907837,82.66551516561742,83.25281567817282,79.72589344174045,80.83839837712705,79.99744616428906,84.46652258633449,83.13893807569774,82.26166178925902,83.41113128230486
42,80.82665655074875,79.0490446392387,80.34429646792817,81.05885310545429,82.02458777488931,83.40551321385392,82.25496227636125,82.84097892258373,79.1818479133234,80.40012941293035,79.48001476045138,84.08102837505444,82.6691623658671,81.84170858474228,82.98919880717486
43,80.40812302246273,78.51550582830137,79.90064272670722,80.53564942086058,81.63310686669894,83.03367133657851,81.77373109052459,82.43604565685048,78.60722436808264,79.9542997972818,78.95728259862385,83.6809974465869,82.2176032191329,81.4002666335209,82.53965693763111
44,79.93084021980073,78.06306870245005,79.42840150465358,80.06665745065625,81.23744954641778,82.65243783599847,81.2765273907758,82.02769971550958,78.0141497558266,79.4393643302479,78.49653430514353,83.2817847552096,81.75510204915648,80.94464168044821,82.07980706377539
45,79.53687581816975,77.5661655743576,78.9953384267236,79.56061611342673,80.78978788597456,82.23007449510304,80.83643109817474,81.60152505682068,77.4454773148453,78.99234474525453,77.98854874921544,82.8516286037581,81.25789977383154,80.46514908247832,81.61533832651239
46,79.15834086360431,77.02932733224179,78.49659766915525,79.11221238792677,80.34069393495967,81.80143102577267,80.39746413599042,81.12096118375543,76.96062488511365,78.53249056315862,77.5396805362061,82.41761824243787,80.82900807184943,79.97150750935184,81.12879449616479
47,78.76959585576328,76.55678624349962,77.99396000350862,78.67481294628578,79.93277490393334,81.38332414783844,79.94035184742232,80.67409501664324,76.46879295272646,78.0327414190554,77.03718610417336,81.97123101551861,80.3715640000745,79.48869582097569,80.66063514505773
48,78.33310717359686,76.12279949611894,77.48019227730046,78.18258637989463,79.53535682288147,80.91056821302828,79.48868729745567,80.25045744241122,76.00532431710899,77.5026728511624,76.50426306610095,81.51222914023982,79.96139983136415,79.05331695747043,80.19978165113845
49,77.87088526712829,75.66162479685727,76.98188959493687,77.70874960579474,79.07214872507807,80.50237281287458,79.01770450826565,79.76522464143133,75.4767906269022,77.02421846414423,76.0397420176268,81.09518352645713,79.47672326307075,78.61193485079491,79.73575017382835
50,77.40887745301599,75.19604265034761,76.4632748014566,77.21778338609178,78.581828347921,80.08229825244788,78.53590354510642,79.28828082423307,75.03670519676129,76.53540358249205,75.52778656946485,80.69040820280054,78.97667113137452,78.18341749216482,79.27365474493581
51,76.97394370505506,74.71597587716907,76.03381507280432,76.75217901017082,78.05691022237765,79.698306694807,78.10719038970109,78.7790563466163,74.59624051552454,76.00972073654783,74.95358470960058,80.3056706650326,78.47601084504335,77.77746010611799,78.83224418930789
52,76.46516890030775,74.25301328206673,75.56273498247015,76.28476309045325,77.62979663911116,79.26965068098498,77.61766882893176,78.27177260574457,74.14742927617293,75.48473186337041,74.44602808022664,79.86667461752884,77.95950158019936,77.3370203238122,78.37918738239777
53,76.0613938708879,73.80455990471364,75.07833042832196,75.83256155065317,77.13976304564798,78.81987412081216,77.15800215594679,77.72906861051348,73.53302741156742,75.03200845660764,73.98236894502276,79.41893319451637,77.47571545701021,76.91808436529726,77.93410583790487
54,75.60836705345554,73.33121163888357,74.63980046267606,75.34477111321364,76.69951646067186,78.39913086008839,76.68059201463883,77.29339091482481,73.07077839197039,74.58989831127322,73.45208152225823,79.00346281449981,77.05384306847392,76.47922082750125,77.47875862609054
55,75.07640179067012,72.80556353142799,74.05909698414656,74.87941367746407,76.21218913100009,77.98567366371651,76.20565805164335,76.81824513165178,72.59566319844168,74.17204575080814,72.86423218173543,78.61597544076575,76.61413188779656,76.07482101754343,77.00093509712565
56,74.5817166949467,72.2900108608499,73.53719622260887,74.38404528779202,75.74966098329548,77.57659130279478,75.710022177153,76.35944550967443,72.14864710802433,73.74267335142927,72.31124314908529,78.1616507200816,76.14620425562109,75.67989133372946,76.5578606080983
57,74.08784151069408,71.79436681421468,72.99864189940588,73.91490921785113,75.24785037945635,77.10609707338595,75.26612276510822,75.89643507641996,71.69286843002787,73.3049664977672,71.71193438596765,77.7272144303606,75.63474895188116,75.27542352015342,76.11229136360723
58,73.60461147848703,71.26587996373513,72.49791471589118,73.49306358437804,74.76410780000874,76.71754606683702,74.80330644843747,75.4333607413015,71.19516667113805,72.83627347565209,71.25958933700316,77.32595787920542,75.1661800396999,74.8403079583671,75.66776031993648
59,73.1581644049462,70.79147250826965,72.04640202516175,73.01051059130992,74.29105186645201,76.27227769210376,74.35729370720748,74.92343302620314,70.72153438615892,72.3820679781217,70.71819938550115,76.93186240022463,74.61900255652306,74.44451617510767,75.23188094356188
60,72.74596604011315,70.3384086935264,71.5718669510201,72.50328014304367,73.85921849805894,75.87927282371348,73.90578598365784,74.39150515066463,70.17194081030706,71.84426855416079,70.26130033215726,76.46732343968839,74.13998181029055,74.00576724482251,74.78452172558423
61,72.34232522200193,69.91833832175816,71.09395946878729,72.07223169952823,73.31089540941619,75.47275156307741,73.38869566067294,73.94400654935131,69.69045587161217,71.34329340190962,69.80346860737752,76.0367927561621,73.55397138600469,73.53988224450917,74.35617949166176
62,71.89000548055982,69.44573250398341,70.6127860478917,71.61331501420199,72.84935603827908,74.96019730628751,72.9083568397243,73.46245244047014,69.16205473515319,70.85565893126751,69.34051879248592,75.53139276173415,73.03421263922118,73.06305636612069,73.93823193795278
63,71.4528554207603,68.96082190651977,70.14966659744975,71.13786913014911,72.38923137163953,74.50534976007546,72.39975381266136,72.90665800331521,68.69011258519946,70.32287509484038,68.82908716143245,75.08603207910284,72.55140641987943,72.63305469303448,73.49641962576521
64,71.03052539381038,68.51420828041422,69.64427801385216,70.66624109413266,71.80725791809913,74.1124521634446,71.93193670824456,72.4268267751506,68.22431912075749,69.79969323473321,68.3318708773135,74.69738206132847,72.01388945594393,72.2137635835638,73.04953983942339
65,70.57493049280168,68.08357504465887,69.09804227206178,70.1573289426029,71.36893300163543,73.69956090842395,71.48617648579193,71.92126327773303,67.76313411984249,69.29288092407648,67.86559920884103,74.29607148750664,71.5588807749178,71.80823193624356,72.5222862899439
66,70.1456588486494,67.60753633528945,68.60146821320046,69.71545147769326,70.96925907922879,73.31456341783269,71.00188534731325,71.48147605304206,67.28127828136233,68.83842442485478,67.32049910103703,73.9168281458672,71.06295095835463,71.40313654453519,72.05683083410072
67,69.70835723142386,67.17253708292056,68.08143062824566,69.29320581291009,70.5347014247964,72.92876116883082,70.57035439249516,71.01539091112811,66.83466355350582,68.38110565199072,66.86279808728732,73.49529864291749,70.571927100212,70.99213624156968,71.62639100049462
68,69.2682362961873,66.72129747061756,67.51534797921659,68.7894107422997,70.10494242242157,72.53267041070424,70.12830914876498,70.4859558051131,66.37797310013408,67.90611144635326,66.31627627379763,73.04130432576588,70.07354382592258,70.57884363179257,71.2043615662483
69,68.81356102151653,66.25038695446773,67.00766131451326,68.32967028626626,69.67124812262746,72.13208422635344,69.63104423042728,69.93632186524881,65.83352602346763,67.39868193868438,65.7065222401038,72.62147762971034,69.62339364354274,70.17225809039299,70.785961297824
70,68.37125657008185,65.76573574246892,66.37583202895948,67.87869211285869,69.15453001637648,71.75101321533478,69.16580906892493,69.46906328547034,65.34643422793546,66.93463348819012,65.19854009147632,72.23416124828579,69.18563793245411,69.72189983713666,70.31588877375835
71,67.9078313535768,65.23375283361362,65.91650400062792,67.41506702017452,68.62438928064232,71.35183378758398,68.7033977331528,69.03181405680058,64.85876275581305,66.45710141449449,64.70623206441508,71.78963147348284,68.72999753646204,69.31970316857542,69.88423275828045
72,67.4484750012322,64.77037983445784,65.35811174031909,66.95476549794876,68.07209146325775,70.92441164647421,68.21958027777815,68.55962481419427,64.3495116755633,65.95652694077432,64.20461595236607,71.36199454037666,68.27623450571708,68.89616517561244,69.40891571920285
73,67.00831119775778,64.27506664110985,64.82743848515184,66.49200896773502,67.60074767696995,70.52810268355282,67.76126743606399,68.11572141751223,63.837806186870274,65.48255879925658,63.72888886827116,70.98767309197366,67.85151795478203,68.43272785231011,68.94983428255465
74,66.59729826380094,63.81581510437539,64.36692805505436,66.07982643322823,67.16830726396626,70.13241218388538,67.2766600453043,67.67938551425792,63.31790949095644,65.02121727371821,63.21525278812874,70.5346989390891,67.35900993048338,67.9444674020336,68.49771393904393
75,66.14127966637726,63.36131496345939,63.83240095806975,65.54034723863373,66.6240568240958,69.73414277892493,66.81983818483563,67.20804866834064,62.793013025267534,64.53408516900748,62.724698175104024,70.11112404938108,66.87842104568993,67.4869664123816,68.0607595194447
76,65.60951349992513,62.924009771970354,63.31061464284245,65.06882240489362,66.14607460513172,69.319150746749,66.36980966928434,66.70295626096973,62.29269835056466,63.99444978612611,62.25804957108021,69.69335551317792,66.40459262809958,67.01235957030633,67.64290519013217
77,65.10757470411386,62.45705963065426,62.76142604166089,64.57020276799086,65.68297463076584,68.8703176506824,65.87472123191549,66.24689607037101,61.82120596708685,63.49755806531923,61.72697544531215,69.2370598372609,65.97540207582408,66.59199867449938,67.1003238894863
78,64.66540629636837,61.97294516727402,62.253615071874194,64.10260733803536,65.24395944505146,68.39284148971468,65.45665000636004,65.82902833809308,61.376527220597815,63.016387987022554,61.288396184136204,68.7988945730834,65.5025229590833,66.11093534507528,66.56445524196235
79,64.23940577690483,61.479433300050594,61.7159720519503,63.653522305346954,64.77186210317755,67.96313855079768,64.95148237611551,65.33034985971284,60.89491342913007,62.53854734474891,60.73671355004204,68.38875723562016,64.9929579269007,65.67919115578867,66.11009420753666
80,63.784654366027056,61.04073371394658,61.21615740857911,63.21943650166583,64.27981337790325,67.5427470405013,64.47849171708468,64.84420322351303,60.37843409747574,62.029617792599346,60.151027914587054,67.96875417522382,64.38190756467726,65.1767418437284,65.61014171836831
81,63.36258292609744,60.57606698069244,60.73723562608383,62.69439244710885,63.65088365101665,67.09688063834851,63.99002129236735,64.29778003946423,59.851658746130475,61.50047933129749,59.62139346939431,67.52203772798948,63.93708950177625,64.74920423395282,65.07422512494232
82,62.92048947721354,60.08283413132873,60.26856647384283,62.21551934145281,63.1586586018151,66.68980832724203,63.513932215724,63.7368696105016,59.32621718861512,60.9710704014676,59.11618911023221,67.11264411623355,63.47836472992128,64.34203411625006,64.58424990049535
83,62.48057422391632,59.589455761389175,59.820465147104215,61.71601901224577,62.65383221951999,66.27493433061294,63.077803636923775,63.29589775327998,58.764376055744016,60.50335566130397,58.60155698209021,66.71401677410303,62.99269528982832,63.92139389077694,64.1354187909332
84,61.99089227427701,59.147310876448486,59.2855884862447,61.280357827965354,62.10354979148954,65.89040641805383,62.586314454164174,62.79871333182285,58.28049987676574,59.881456108305855,58.1317293173678,66.2320228287471,62.499945238330845,63.51030497212552,63.70410155178244
85,61.5868314628495,58.70664304274282,58.73556781999977,60.843559157816465,61.6269400679857,65.4701478832843,62.10408797346208,62.25234457778668,57.849969311920034,59.25580497365481,57.641983285019094,65.81874535900072,62.02699854801578,63.09021949181999,63.25013360580109
86,61.10736556564781,58.28102037525503,58.273295731969014,60.360403501093955,61.1528473836521,65.04359901952637,61.65848517974024,61.817992121244174,57.38873662055876,58.70067021415698,57.12804474968037,65.38065737224912,61.5688518624879,62.64515095896385,62.803220820972385
87,60.65045798825142,57.85087514516035,57.818800711355514,59.87278048465179,60.75597764672949,64.58045421360139,61.172154952170686,61.39750765865945,56.899388839324146,58.16507803158031,56.60450536995408,64.96650939400529,60.99512302066138,62.08624871125505,62.38142390959986
88,60.15872639741185,57.362625171802996,57.26403876516348,59.39557749886779,60.34093219633926,64.15855258004432,60.7022873002032,60.94892591028772,56.442041935371236,57.6514282247606,56.093207445670785,64.46099344495087,60.501892560483924,61.677930012787115,61.90820764490683
89,59.682832626991754,56.86813517463182,56.77325521096138,58.900876930825525,59.93282660477614,63.75421026041807,60.26026392341044,60.493644175452324,55.95255542134299,57.163256314815975,55.56826028297462,64.05644238499049,59.97639184699665,61.258669930553,61.46604370296452
90,59.20651252669818,56.38855122662997,56.211837500204254,58.483860130016424,59.50345773987638,63.35862592880168,59.80138297119471,60.021292590773825,55.37693746396229,56.66678167344638,55.11077785380308,63.636240818220045,59.52462547378121,60.82702537353851,61.00398474787987
91,58.762967855324604,55.91231106567749,55.682641901711925,58.046679266926546,59.04434995331737,62.96372122836943,59.3341845518998,59.453507233543384,54.870686128660104,56.17886489877737,54.588550094566514,63.189701295683825,59.057105868921184,60.396452346744425,60.56570152906829
92,58.365317573555295,55.4481755729871,55.176497222302345,57.56086835514351,58.58326573925394,62.529667233463336,58.910527785645925,58.937812799462776,54.35602431098524,55.667258620684926,54.05224144746442,62.76282131878201,58.60352427954194,59.968937603015675,60.10271419738627
93,57.91671740594673,55.00161262740825,54.73397737201422,57.088185607416726,58.102047700653216,62.14719067940654,58.47080551135004,58.45676370976415,53.85211186653571,55.20184846605068,53.52873720174897,62.32664377246543,58.15351435391042,59.55747107161391,59.676966641071154
94,57.48685640568558,54.56924414975065,54.2742561267647,56.621998838207475,57.644938461447076,61.7242439139971,58.0306678070077,57.94294488008677,53.303609316130306,54.74261556754013,52.94630155132229,61.85958934379608,57.65608125966739,59.091876485895746,59.2005004198638
95,57.038576580626454,54.12810608224869,53.81323762005518,56.11270407377257,57.143709340457406,61.320525023705784,57.56498081416303,57.512163005938284,52.79605369500876,54.29756065785218,52.38935502161608,61.46476614857764,57.0565856692109,58.60786915465625,58.73909130893888
96,56.56493968311392,53.674008401538366,53.2554258899342,55.652520195865996,56.692621520638646,60.93807551537191,57.07330187245285,56.9913642586187,52.28218770936052,53.82532971186188,51.84334709830316,61.07156974602793,56.58741507111251,58.14971172184084,58.321679424080465
97,56.13171828175707,53.23378797186304,52.72152608867001,55.14784241112156,56.1597893006255,60.52467553519747,56.62491241100706,56.4997588845784,51.830106712345454,53.331040153616996,51.29849074895487,60.6064639883063,56.17027967160619,57.68617334770514,57.8939230887166
98,55.69245069461475,52.697449796645955,52.17565619814609,54.69380914131671,55.670402184979366,60.11227439616764,56.15465013429111,55.98372457203329,51.393140109200985,52.83041657767669,50.71477147646988,60.181746646642694,55.66997381374047,57.224464653491395,57.44038368025329
99,55.224284685109936,52.2285786543468,51.7281791723217,54.19232202514484,55.23210436106521,59.688773501047876,55.65578154392084,55.51756443358542,50.935876269522076,52.34963918131683,50.20718159503685,59.74406386231963,55.187145880253134,56.777538361154726,56.984551456472424
100,54.75948005196018,51.770646508665116,51.17410952882046,53.689123325532364,54.825874862795615,59.25606053541169,55.06476626543731,55.09068687438286,50.46346244632474,51.889162888579435,49.702759183016724,59.32105459408085,54.69910610974634,56.3588572200375,56.492141257368296
101,54.211321941080385,51.28604578569292,50.7206678621719,53.227211307209146,54.380165300008,58.78901813090453,54.55243939904845,54.63250618981895,50.02049768518187,51.419847933208146,49.18929272836947,58.893959865475026,54.22477041957439,55.912660845550164,56.012761219625176
102,53.7988683627094,50.81273946511081,50.264653803401806,52.75785221249332,53.910041860439264,58.34407955464871,54.052464438160875,54.216330526235815,49.559608233522724,50.984185537526464,48.720260156762016,58.480152728473456,53.72188556918456,55.419343368768025,55.528166592818614
103,53.306081655854776,50.37652934034395,49.74886180267877,52.31378765709327,53.46244431871459,57.890107078672145,53.47147736691568,53.74101388290416,49.06723386563118,50.53794044817651,48.25615539548347,58.05871816194837,53.227410986722546,54.93788800175352,55.0439614079561
104,52.83120087823092,49.94328550390433,49.27986336061007,51.84514138154295,53.04623397474439,57.391916369498205,52.86920987403712,53.28108932311149,48.627422803327995,50.05944676703848,47.642147382021356,57.63966687953263,52.76210818154338,54.51207287744615,54.49074137748995
105,52.361369194188,49.45729474723246,48.784259728825035,51.309295744014356,52.668094091417316,56.95565455602521,52.273938438247264,52.786329215850664,48.207833769636096,49.57964052338077,47.08493304489821,57.184678554440794,52.24541191463338,54.07770568369691,53.99094237976184
106,51.96117891462613,48.977502092766414,48.3664016557836,50.876666095099225,52.279338313839986,56.41859883245655,51.73016911933582,52.38529004237401,47.7740908611214,49.1467405520812,46.543946000922624,56.78292472784222,51.79273970304094,53.60253266581097,53.442086345066805
107,51.54961675749274,48.47006775577567,47.868896582127114,50.39010642889511,51.90310371159624,55.98303513524051,51.18096660919758,51.950250043655025,47.331890176287615,48.661045370577405,46.072067873531246,56.30078410705516,51.33357137848797,53.126395340497936,52.95263518268656
108,51.114514607537686,47.95788329598774,47.379860286589114,49.9169907762941,51.485150001731164,55.577325877644014,50.64178252104155,51.53700584928201,46.92168164622479,48.1764385788723,45.59802760323325,55.878396118139754,50.80596602999882,52.7073909848835,52.4960477469224
109,50.61787052361924,47.49428250430974,46.842144377605,49.45398319788201,51.04175835084423,55.174465360947096,50.14701386453728,51.05783168305574,46.4590288921288,47.654756926183026,45.082554695343966,55.46198149980032,50.367970533734045,52.290428457354174,52.06171702694058
110,50.17349897221607,46.96431954420956,46.329717918520295,48.947356755004506,50.63901899318398,54.7522211475457,49.64017880589736,50.63702097753827,45.987264512257454,47.16100761928614,44.5261869993652,55.05851876425947,49.96100574040951,51.83077712080256,51.626149579554784
