epoch,ABC-Auction_trial0,ABC-Auction_trial1,ABC-Auction_trial2,ABC-Auction_trial3,ABC-Auction_trial4,ABC-Auction_trial5,ABC-Auction_trial6,ABC-Auction_trial7,ABC-Auction_trial8,ABC-Auction_trial9,ABC-Auction_trial10,ABC-Auction_trial11,ABC-Auction_trial12,ABC-Auction_trial13,ABC-Auction_trial14,HEED_trial0,HEED_trial1,HEED_trial2,HEED_trial3,HEED_trial4,HEED_trial5,HEED_trial6,HEED_trial7,HEED_trial8,HEED_trial9,HEED_trial10,HEED_trial11,HEED_trial12,HEED_trial13,HEED_trial14,LEACH_trial0,LEACH_trial1,LEACH_trial2,LEACH_trial3,LEACH_trial4,LEACH_trial5,LEACH_trial6,LEACH_trial7,LEACH_trial8,LEACH_trial9,LEACH_trial10,LEACH_trial11,LEACH_trial12,LEACH_trial13,LEACH_trial14
10,95.02142484241513,93.90686616290128,96.63150175653006,96.18750225302347,96.27309264389986,96.6338778995885,97.06362877064883,97.27107515624111,95.754533464626,95.54601080875365,95.90302465805549,97.44054580556976,97.79117581785891,96.26638623951418,97.50449652285012,94.26230883594768,92.91433294349963,96.2789844337413,95.5944189042314,95.4648841318719,96.02168031704916,96.38525064779886,96.67993782585748,95.20374523381071,95.1188516967614,95.18984080753789,96.49253363569407,97.17201649350383,95.64420027560185,96.77420392748877,92.851525760067,89.7519727855674,93.62040851718956,92.6567711403017,93.14042675665381,93.83297074956504,92.67794024250131,94.58383682434278,91.96627101620476,91.93666982414966,92.66909802927005,93.61390060012802,92.74397887358401,93.74782945020625,95.11284341274394
11,94.57786393799054,93.44640261764715,96.03784668657146,95.71163765621456,95.8514919524301,96.26205919061543,96.56880114780301,96.84436354627601,95.19457506714188,95.14186552839611,95.3372895489195,97.05221238452741,97.30967524897353,95.80089881739755,96.97456954823477,93.75330483082732,92.34931595919066,95.73313383839017,95.07404822901093,94.98984836080878,95.56605338203383,95.87052330246566,96.19616763970694,94.67344807293608,94.59683794147855,94.6483009390047,95.98380539127092,96.65272307180322,95.14122271149273,96.27314188988187,92.09638309914634,88.46885702622194,92.76061435481695,91.99947985376944,92.57136476294365,93.24167708544073,92.0812834617687,93.95805871109607,90.85499732978806,90.70677517763602,91.81293907613292,92.75299576279805,92.0749817888194,92.58361041553927,94.20621407386314
12,94.12185727016742,92.92007583120368,95.50392875058922,95.27405859502414,95.46119524896295,95.88347287874699,96.07959102285572,96.41579592700236,94.64339255095815,94.73239755533055,94.82944570287012,96.62223470929956,96.85206085898308,95.35042406530798,96.4971456581201,93.262857786003,91.7996505750366,95.1946928824442,94.53480260094646,94.46872012167762,95.10824041829667,95.32897308819604,95.6835276568954,94.14255462438318,94.06175876933916,94.10070159591788,95.47921981307177,96.13558351308656,94.61307145095853,95.77606889450456,91.31039017332428,87.84807468907222,91.8728332499389,91.4779699317988,91.01582762918171,92.53993017446469,90.80871362568126,93.40185944140056,89.20503139481679,90.06642014065383,91.11544754021999,91.73872041469016,91.52687226513214,91.9731413462426,93.64878463113456
13,93.6225799846009,92.45349193280562,95.057502300284,94.82670185083265,95.05491687106935,95.50057572169615,95.56132008457118,95.9438954592212,94.07536120610568,94.30585124462925,94.36903299946313,96.20636411722072,96.36563505693071,94.90156288374341,96.03442541737144,92.75797730478268,91.25987066551251,94.65499621147993,93.98598712825573,93.96952620576634,94.63509150030255,94.80423650246229,95.21023508324514,93.60916964089081,93.57273480385199,93.55796418469927,95.00361823962501,95.62415332204006,94.10278481825642,95.27521490453425,90.67902936845572,87.07835320312407,90.95276509742465,90.65179406353793,90.27199191660439,91.28470361583842,90.05852790818324,92.79468910590838,88.18227658451906,89.22358363103082,89.64286795656362,91.10476558278363,90.84804106752131,91.4182797829587,92.67422548937824
14,93.22349069878537,92.03384547552169,94.61141226460553,94.33373246336521,94.52758241581738,95.12163430716554,95.09241077364976,95.51971865902412,93.57862608335147,93.86321001731774,93.8857328102521,95.78378437410035,95.94673592596135,94.37023073925118,95.50407210946116,92.28603941594508,90.72727597439673,94.1270765615784,93.43313081672652,93.49629652460482,94.1631608507325,94.26375395033952,94.72167004724008,93.05336276697712,93.05979868984289,93.0069842122018,94.50362506504771,95.1132127222911,93.59592719165799,94.74704589004075,89.90827749918185,86.42913661262934,90.08235748422851,90.10225048753982,89.02507414268163,90.73442669497949,88.78413227062838,91.19673822251688,87.38936220261525,88.62237673489744,88.9599283502867,90.01585964771148,90.18645327196238,90.56493241194387,92.17796546823077
15,92.82983322510418,91.62045067440914,94.13396573901797,93.82141025894403,94.05226413195982,94.72964742229483,94.65048873712185,95.10257585802441,93.05569637922292,93.39681441443327,93.36877703111665,95.36088572776995,95.5314836677684,93.9085008536845,95.04167826850775,91.7909880881962,90.1885506663905,93.58766873775316,92.90526008397458,93.01587812265782,93.71097027606625,93.74777773572468,94.22788141852604,92.53604301276579,92.5679805730274,92.46149149705666,94.00830295306861,94.60067741675797,93.11228088180785,94.2440287146173,89.2560535111214,85.0698568687593,89.45026104232203,89.38118455550841,87.3402324220388,89.23866637281661,88.21993869178276,89.41160961882959,86.50972828285978,87.89488756689137,87.80828982049476,89.1769046467024,89.40263462998435,89.65792252453133,91.12302655639283
16,92.44023419670565,91.16848290173147,93.66476797862342,93.32257047016863,93.60789960619836,94.30098406533317,94.20755537051855,94.69064774775116,92.55280518170285,92.8637092062485,92.85774518477515,94.93580899328275,95.04248216004092,93.47953732977666,94.6004438730916,91.31771282837788,89.67641673094072,93.063707450252,92.41642729311323,92.53983521889228,93.27748280068354,93.20798405679453,93.7329583128066,92.00083830030422,92.07840726145973,91.89758675909215,93.51285253676416,94.09531560739356,92.60432309521326,93.7455753046281,88.56643472335647,84.37113571377772,88.54245289691275,88.67413026338602,85.57891756122768,88.59962702287785,87.56169399441464,88.68546687439606,84.91503513086681,87.01166317417851,86.64468806603406,88.57682304334456,88.42161250720551,89.04110144965209,90.4494302246361
17,92.0285192789011,90.72263509735996,93.20313391040565,92.88918583939524,93.16035649409143,93.87423084244764,93.76781210399803,94.28432568622864,92.03691453625453,92.33933280369394,92.36542944297136,94.48802220039995,94.58110115619931,93.05380746358314,94.19040529072124,90.8133521460374,89.1185253000081,92.51860364317045,91.90875734893396,92.06466785356544,92.83263262070886,92.66614214774215,93.26505073524308,91.44927183976642,91.56934474503826,91.32393233477447,93.0200221045904,93.58658563290744,92.09903859047476,93.25563874211021,88.06843803347017,83.67694746615953,87.24738179739784,87.91266644488216,84.79842798815767,87.86138391292486,86.88078483629846,88.07724566469989,84.35818952066418,86.20465352255046,85.8853781037042,88.06207297550537,87.63741901752117,88.16851593835207,89.86831024907423
18,91.5943077458118,90.28532998867503,92.6558353409411,92.43447618970768,92.75990781259424,93.38282486234951,93.32889792444239,93.80186765778947,91.49699685058246,91.81504549619214,91.84661194350933,94.09358171877496,94.09257354338945,92.57438902456062,93.76776729963375,90.33277278406796,88.57700076476148,91.99757649723341,91.39902026831625,91.61302906786842,92.35144240714925,92.13013914399295,92.76320568528861,90.90201326921587,91.09077854175126,90.75628711173178,92.50264382142042,93.07642072260529,91.60030427729777,92.73549546308283,87.24909255884671,82.91311267859952,86.54605696465958,86.90082841651441,83.89455666841238,87.21892609852786,85.81412612575649,86.69636594365325,83.68707911559913,85.33559885024395,84.3525621260117,86.88987143138972,87.1036648801472,87.60523917251159,89.30835800807894
19,91.11018437884682,89.83530820966168,92.19623999824711,91.90898563474852,92.2672928830074,92.99408804024651,92.85135625301866,93.34151660952018,90.9301595838634,91.31186714124482,91.39911481994277,93.71346799120421,93.64269215712481,92.10654807274778,93.31675293469436,89.85619048939971,87.99975949460655,91.45860874423538,90.87135839947737,91.11746337223265,91.8914562664683,91.62333693472385,92.25906993307161,90.3422536495952,90.55111616310103,90.19174456625046,91.97728925655849,92.5665259556304,91.08531805794318,92.2123225392246,86.4399140835662,82.1167348765029,85.72271971241388,86.26120174526415,82.47598504911964,86.5602224821889,84.93466676420904,86.07822565205801,83.11126575496392,84.1434473913392,83.32164053448639,86.22931906653702,86.07011011955531,86.74489281726633,88.40172866919812
20,90.64143348634971,89.4007441846937,91.63121065662716,91.47084167686486,91.74251238211366,92.58921833499379,92.38236191531277,92.8841679326907,90.37745632086678,90.79402943621513,90.87660101204877,93.32886045827873,93.21676742335163,91.66027862245477,92.86572769474002,89.38571533349523,87.42713258083225,90.93708831845018,90.3747868719458,90.62027000553218,91.43377913527314,91.0939402887088,91.76533802210966,89.79590772552129,90.07513838203481,89.61885231662352,91.47122782116541,92.04389909506142,90.57430770267656,91.70071999881979,85.88373326217733,81.53360925579048,85.09363499717284,85.50090735392064,81.83096546348357,86.0512674051545,83.86098663327608,85.03395628521018,82.19641290748118,83.15025236081986,82.55273860513933,85.42343758813304,85.35520001667606,85.83855983190068,87.7620903734665
21,90.20572557896526,88.91895907200835,91.11862909567365,91.01121115367022,91.33729103046133,92.1092272109327,91.88965046893027,92.43594499145964,89.79653473342354,90.32516146632868,90.31634796749206,92.87316303988946,92.75508267563637,91.2385936067346,92.36044427694767,88.90695985439291,86.89191890224227,90.39718170442535,89.8444645036407,90.11971872214326,90.96833819472826,90.58181956635184,91.27937435206661,89.27889175926761,89.54748697223069,89.05171501529978,90.96065468670918,91.53167490802753,90.08681057402598,91.2005176771365,85.21550347718279,80.43535464134435,84.49284511427307,84.95992998866824,81.25285105032386,85.36706534437633,83.22386319325634,84.24309825204264,81.35976921990365,82.36963438312294,81.62125103205338,84.86108870475448,84.78679777081713,85.29933246668382,87.20474947556032
22,89.7871562734702,88.44108956992466,90.56671113777806,90.52232227745347,90.9286311282843,91.63570484575787,91.45177680732623,92.0091469031219,89.31335031213347,89.76639783984108,89.8151290858605,92.4323745882709,92.28780225676209,90.83342695806321,91.90922463559639,88.41887616108498,86.36748120480875,89.88636842548893,89.32306422918691,89.62168516709582,90.54344369299838,90.06659099350618,90.78506236081776,88.71440688256472,89.02303554598436,88.52273013492807,90.47534981960328,91.05561180571866,89.57583628892819,90.69969630158255,84.34347129868551,79.49343042809306,83.40991524326984,83.66207868769783,80.59223688833994,84.40222130533107,82.24249194954454,83.53806622384957,80.68330545857837,81.15329015227461,80.29972416155647,84.23314900565371,84.16533148602423,84.746676430145,86.56262105743643
23,89.33435623732116,87.96934610168495,90.09989371917149,90.05333407728799,90.53044226207263,91.2202941716986,90.98833661994617,91.56607861050018,88.84595699242499,89.35464168953094,89.3065290546309,91.9667654985803,91.78954344459792,90.41847065990196,91.48996140621047,87.93307418682706,85.83912533713332,89.33589302600521,88.79963223485389,89.13763938796647,90.06684287554894,89.53705337226293,90.24838264644903,88.18570736082812,88.5057068992335,87.96869648026072,89.99752359807026,90.54810284236089,89.1239085684544,90.19322644216341,83.68915844823763,78.51419175251986,82.23181697353682,82.3821972408356,80.04396959517902,83.78779326071732,81.55131728445777,82.81304578418923,79.34031665633641,80.503747624772,79.68180089736059,83.25396769854228,83.21248015144431,84.11857917906312,86.06133582797935
24,88.90995366435932,87.49217902578947,89.62146825348437,89.55113238318289,90.08884885248874,90.85174990711143,90.47400306774803,91.15307122869523,88.31046482420015,88.85282318899705,88.78196536737568,91.54658103910438,91.36839037542764,89.99362110201093,91.06323318074793,87.42007675271306,85.29416353729574,88.8097230011015,88.2639474342246,88.66104110024652,89.61625040316612,89.00932038404989,89.7462608919776,87.64691787779418,88.01158950540668,87.3999118311983,89.51484386183867,90.05152880577135,88.63775039992396,89.67978015665221,82.91732666298878,77.8154705975383,81.3996547662499,81.70907894913168,79.28873688172335,83.29333173750632,80.98341486266104,81.9947200341147,78.6035695379327,79.65273073559372,79.08684015632798,82.13944402417208,82.59256886883632,83.39211507060664,84.5329566835628
25,88.4206711194964,87.03001668331224,89.0807542414069,89.0708407276473,89.59861351620567,90.46985638141086,90.00050435988274,90.73202045669797,87.81058881016436,88.42693401477874,88.29417305300443,91.16523297882644,90.95292343991117,89.5566766980844,90.62351818912903,86.94054003238192,84.75572035167482,88.28112294715125,87.75638790652748,88.19806794252696,89.16729839281771,88.48099289442531,89.25010345260561,87.1337673672427,87.52311778566973,86.8428644801203,89.01461577532991,89.52375528258447,88.16502356245765,89.17751655141916,82.1398373182239,77.15279554769033,80.41156265173731,80.87354298424206,78.31247414574747,82.76375848643212,80.33674994868396,81.37335201202849,77.9276760596708,79.06068763350086,78.47135198007352,81.5723761864197,82.01355409602562,82.79177201177409,83.7685892580272
26,87.98146166150809,86.56030147789173,88.58898550808088,88.58777816691486,89.10258400950346,90.04762234968393,89.58222034530192,90.32458419028998,87.33214739437942,87.97597409455727,87.80956094749713,90.74971735798248,90.45707934945219,89.07869136313687,90.17889348064273,86.4450828083416,84.20632711543162,87.76202121861834,87.22800632952645,87.70946063148277,88.70648212391603,87.95974824877767,88.76183711455158,86.58527279201289,87.02138656699637,86.28784144016483,88.5230300252811,89.00570142352235,87.67459176498947,88.65695584411081,81.52638034326323,76.58007905678504,79.79830666592686,80.24392560665403,77.63106464039798,81.90557898959713,79.71615695488309,80.49741228521262,76.63594031147645,78.41997733348909,77.73745702559812,80.53928081800458,81.1578679241776,81.98046434544452,83.21287714642898
27,87.5701214317041,86.04492356018437,88.02812908256823,88.14141735604335,88.66487310800875,89.64018663308285,89.15306138609108,89.91817038576639,86.890625200887,87.47529991265331,87.26130787037044,90.3326582477873,89.92627953131193,88.6515682387044,89.76972014109784,85.9663567321809,83.65035198113982,87.24073252531613,86.68184871672611,87.23373325895055,88.22026848752373,87.43706384306894,88.2759228643958,86.0484283515223,86.51627807586685,85.7245624495338,88.03820612356398,88.51098996188387,87.21240533870197,88.14953723037704,80.7091590020842,75.86951523697346,79.08515413623738,79.52626655257977,76.806006768675,80.39899319836523,78.9222318023367,79.46423335006695,75.49014646526467,77.87795702425765,77.06604970496657,79.94289090306715,80.4793929027459,81.01352540650296,82.62989684072494
28,87.14736160999257,85.58576655261628,87.54295538214153,87.63351679353698,88.29086382872917,89.21752313149044,88.70289436537198,89.43216194779734,86.2560660862904,87.06550096346878,86.74899281758923,89.87594084343756,89.50847500464484,88.23580343796097,89.34619443003652,85.46516442055469,83.11225336130686,86.72608875918674,86.16654679245438,86.73164936110165,87.7487997491239,86.89252581551342,87.81198941718372,85.51080555021511,86.02903317731393,85.15412334763658,87.56487013991921,88.02099327168175,86.74936337801834,87.63306616414677,79.8898667282922,75.28325891912101,78.09990764092541,78.81443244732499,75.6010024267773,79.85225298750765,78.1032003032258,78.62069454802676,74.35535413701484,77.17417965656423,76.10399591144932,79.1971460720394,79.73365060999218,80.39136094189023,82.01906370312456
29,86.73335036961412,85.0855432127534,87.00833962880658,87.15316886940587,87.84973998072924,88.77545362913341,88.21662994885702,88.9267970307514,85.78562560840176,86.63692026943605,86.249546653913,89.48466324474359,89.10940275004411,87.7553491355357,88.90320076959406,84.95381514182999,82.57706117059573,86.22795112221003,85.62911226568973,86.30896384125938,87.29125994535998,86.36769129610975,87.3308143041164,84.96208996607788,85.52602816388223,84.64404261808207,87.06728925832786,87.51891272367995,86.28400393835607,87.13737463680708,79.35588603458689,74.64447006930004,77.04638610769975,78.07477194699565,74.74611196749362,79.15428434237275,77.45296640630593,77.69061194179321,73.55103483097858,76.54504373326503,75.52570846664999,78.49899755009086,78.81636553549859,78.85604336259915,81.48829298860271
30,86.35356849058611,84.6269024246961,86.43698389902687,86.66648176000221,87.39098105535334,88.33938921955348,87.76795315014978,88.45036960066182,85.35407536227613,86.17083844724661,85.67404493171068,89.05565505722439,88.65475617702268,87.19018018726386,88.41912777094291,84.4505897636765,82.04711939332654,85.71041915172059,85.10308745121898,85.81432560997794,86.84088247720028,85.86023389532964,86.82731824910196,84.4037379353702,85.02183232763893,84.09153400968334,86.56920808546012,87.02183196291884,85.80473656194542,86.60955073601568,78.84628561390626,73.13217205637619,76.16766004633926,77.29376314121882,74.22239784315391,77.68977907863484,76.18172217813469,76.97225797597525,72.97633960740657,75.87534792850894,74.6761414789918,77.86412119460716,77.83878342655419,78.18928808751807,80.89771874650253
31,85.93072968754235,84.17498673548641,85.93740463037634,86.23508680521834,86.89712504730785,87.96076156068887,87.32567214525403,87.97413723453471,84.87502918159826,85.73693317571109,85.13318329479155,88.66359412148735,88.17310324505642,86.66433940248932,87.95058348188695,83.9584797194647,81.50644612824279,85.20474753215007,84.58783006539744,85.3418582018473,86.37391230423975,85.31693168490406,86.32244590609183,83.88771680342363,84.53055650525005,83.52341652188562,86.08654695577395,86.52161933350482,85.31308911659566,86.08211851070305,78.24891521810673,72.17454415878208,75.44841944486711,76.16789196853813,73.42195344106582,77.17658212142018,75.09760567192083,76.46487596354487,72.25364643726253,74.88293319115826,73.85545346225398,77.01314586312611,77.14054436272153,77.44041059433127,80.16576132033664
32,85.51667132419713,83.71827901725939,85.41522816999087,85.7908701603103,86.49358049910866,87.54550547634273,86.8902673228198,87.48149118205053,84.37169359754951,85.23676799426872,84.54355997168008,88.26261359324697,87.68192683812256,86.24560132248041,87.4926618434755,83.46217964347537,80.96764708160933,84.71362671814609,84.08221116228212,84.85174708106184,85.88944858722357,84.8057991922695,85.8055514539611,83.34625250981031,84.04645220486744,82.97940508643083,85.5867960616298,86.02824024810025,84.84240636290166,85.55960222077887,77.6939147423308,71.39739747162741,74.57521408409377,75.53154629439946,72.75923173470585,74.98170133674984,74.3583764331108,75.85997483620694,71.52283191157468,74.27175767015659,73.13855602710481,76.32590389485314,76.5283701197023,76.83805091380998,79.4522327791871
33,85.05726316182694,83.25294285495984,84.85685030634306,85.31422318918924,86.05978463389901,87.15611902939351,86.39665258120603,86.98780673678007,83.86513388106601,84.70065858839581,84.05555540644023,87.8468300975312,87.22164751295111,85.82097243606984,87.04702491157379,82.97914314803367,80.43860081645396,84.17283616732011,83.56162353101608,84.38407078173195,85.46128061467235,84.26550023399409,85.32127578053738,82.7945562183266,83.55221507999107,82.43723366272361,85.10406698417317,85.49793251298719,84.3695700441917,85.0880984878163,77.13062691152547,70.17431848535624,73.62538776895454,74.8901555216835,71.98027653695293,73.98350461557017,73.71525079803067,74.9701164921568,70.73129406210202,73.10338813570714,71.38699059811121,75.58879259647571,75.98889956124296,76.20283631640456,78.88297674784066
34,84.54012855979437,82.79066673128982,84.3863788097392,84.79316458013534,85.62722320500927,86.76053430681596,85.87422034823965,86.55129996100936,83.29309463104211,84.24919299408788,83.54272469892841,87.42245258329595,86.79357518768077,85.39086171663047,86.61447992708173,82.49353830195562,79.88605489409774,83.67349531978279,83.07493952420846,83.90488369446687,85.00733111003484,83.72227898972311,84.80727447812339,82.26311415679255,83.02311898222358,81.93282600195371,84.59987817912472,84.98800907991637,83.87552498932342,84.58572229040504,76.54805064103373,69.41334971089768,72.765593606582,74.15086702239479,71.39285863604172,72.84581195478019,73.07369089958554,74.31908141424317,69.2467333190349,72.34951721564259,70.73207304066396,74.02031781923318,75.17758134988071,75.27399518952564,77.43043399476916
35,84.04175121604149,82.2627946545539,83.88501113223744,84.27857557637394,85.17723399245209,86.33568976596672,85.39856533762548,86.04947248308204,82.79696747636638,83.75957308206308,83.08045052059471,87.03472043249039,86.3142849295107,84.9712252438396,86.17208692012827,82.00749670476372,79.36387362203423,83.16595213964024,82.55537140243528,83.3987381823832,84.52365023731562,83.17739106386799,84.30471006971158,81.73169438625133,82.51717087937229,81.41706984428964,84.09581568704536,84.56047678151631,83.39940192526238,84.09958893954769,75.84012653734956,68.32488221282782,72.16935521138667,73.31419877764408,70.72937246385122,71.71345401923124,71.88836988760906,73.67383041917269,68.28604105618486,71.35149233800375,70.07715548321669,73.4315008176149,73.79323724284656,74.53954772951325,76.88358446800189
